code,name,sport,intensity,duration,duration_minutes,max_zone,zones,fit_file_url,description
RF12,Running Foundation 12,run,low,90 min,90,2,Zone 1-2,https://www.8020endurance.com/wp-content/library/run/RF12.FIT,"5 minutes in Zone 1, 80 minutes Zone 2, 5 minutes Zone 1"
RF13,Running Foundation 13,run,low,70 min,70,2,Zone 1-2,https://www.8020endurance.com/wp-content/library/run/RF13.FIT,"5 minutes in Zone 1, 60 minutes Zone 2, 5 minutes Zone 1"
RF14,Running Foundation 14,run,low,100 min,100,2,Zone 1-2,https://www.8020endurance.com/wp-content/library/run/RF14.FIT,"5 minutes in Zone 1, 90 minutes Zone 2, 5 minutes Zone 1"
RF15,Running Foundation 15,run,low,110 min,110,2,Zone 1-2,https://www.8020endurance.com/wp-content/library/run/RF15.FIT,"5 minutes in Zone 1, 100 minutes Zone 2, 5 minutes Zone 1"
RF16,Running Foundation 16,run,low,105 min,105,2,Zone 1-2,https://www.8020endurance.com/wp-content/library/run/RF16.FIT,"5 minutes in Zone 1, 95 minutes Zone 2, 5 minutes Zone 1"
RF17,Running Foundation 17,run,low,120 min,120,2,Zone 1-2,https://www.8020endurance.com/wp-content/library/run/RF17.FIT,"5 minutes in Zone 1, 110 minutes Zone 2, 5 minutes Zone 1"
RF2,Running Foundation 2,run,low,25 min,25,2,Zone 1-2,https://www.8020endurance.com/wp-content/library/run/RF2.FIT,"5 minutes in Zone 1, 15 minutes Zone 2, 5 minutes Zone 1"
RF3,Running Foundation 3,run,low,30 min,30,2,Zone 1-2,https://www.8020endurance.com/wp-content/library/run/RF3.FIT,"5 minutes in Zone 1, 20 minutes Zone 2, 5 minutes Zone 1"
RF4,Running Foundation 4,run,low,35 min,35,2,Zone 1-2,https://www.8020endurance.com/wp-content/library/run/RF4.FIT,"5 minutes in Zone 1, 25 minutes Zone 2, 5 minutes Zone 1"
RF5,Running Foundation 5,run,low,40 min,40,2,Zone 1-2,https://www.8020endurance.com/wp-content/library/run/RF5.FIT,"5 minutes in Zone 1, 30 minutes Zone 2, 5 minutes Zone 1"
RF6,Running Foundation 6,run,low,45 min,45,2,Zone 1-2,https://www.8020endurance.com/wp-content/library/run/RF6.FIT,"5 minutes in Zone 1, 35 minutes Zone 2, 5 minutes Zone 1"
RF7,Running Foundation 7,run,low,50 min,50,2,Zone 1-2,https://www.8020endurance.com/wp-content/library/run/RF7.FIT,"5 minutes in Zone 1, 40 minutes Zone 2, 5 minutes Zone 1"
RF8,Running Foundation 8,run,low,55 min,55,2,Zone 1-2,https://www.8020endurance.com/wp-content/library/run/RF8.FIT,"5 minutes in Zone 1, 45 minutes Zone 2, 5 minutes Zone 1"
RF9,Running Foundation 9,run,low,60 min,60,2,Zone 1-2,https://www.8020endurance.com/wp-content/library/run/RF9.FIT,"5 minutes in Zone 1, 50 minutes Zone 2, 5 minutes Zone 1"
RFF1,Running Fast Finish 1,run,moderate,25 min,25,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/run/RFF1.FIT,"5 minutes Zone 1, 15 minutes Zone 2, 5 minutes Zone 3"
RFF10,Running Fast Finish 10,run,moderate,65 min,65,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/run/RFF10.FIT,"5 minutes Zone 1, 45 minutes Zone 2, 15 minutes Zone 3"
RFF11,Running Fast Finish 11,run,moderate,60 min,60,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/run/RFF11.FIT,"5 minutes Zone 1, 45 minutes Zone 2, 10 minutes Zone 3"
RFF2,Running Fast Finish 2,run,moderate,30 min,30,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/run/RFF2.FIT,"5 minutes Zone 1, 20 minutes Zone 2, 5 minutes Zone 3"
RFF3,Running Fast Finish 3,run,moderate,30 min,30,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/run/RFF3.FIT,"5 minutes Zone 1, 15 minutes Zone 2, 10 minutes Zone 3"
RFF4,Running Fast Finish 4,run,moderate,40 min,40,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/run/RFF4.FIT,"5 minutes Zone 1, 25 minutes Zone 2, 10 minutes Zone 3"
RFF5,Running Fast Finish 5,run,moderate,42 min,42,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/run/RFF5.FIT,"5 minutes Zone 1, 25 minutes Zone 2, 12 minutes Zone 3"
RFF6,Running Fast Finish 6,run,moderate,47 min,47,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/run/RFF6.FIT,"5 minutes Zone 1, 30 minutes Zone 2, 12 minutes Zone 3"
RFF7,Running Fast Finish 7,run,moderate,52 min,52,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/run/RFF7.FIT,"5 minutes Zone 1, 35 minutes Zone 2, 12 minutes Zone 3"
RFF8,Running Fast Finish 8,run,moderate,55 min,55,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/run/RFF8.FIT,"5 minutes Zone 1, 35 minutes Zone 2, 15 minutes Zone 3"
RFF9,Running Fast Finish 9,run,moderate,60 min,60,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/run/RFF9.FIT,"5 minutes Zone 1, 40 minutes Zone 2, 15 minutes Zone 3"
RHR1,Running Hill Repeats 1,run,high,45 min,45,5,Zone 1-5,https://www.8020endurance.com/wp-content/library/run/RHR1.FIT,"5 minutes Zone 1, 32 minutes Zone 2, 4 x (30 seconds Zone 5 uphill/90 seconds Zone 1)"
RHR10,Running Hill Repeats 10,run,high,47 min,47,5,Zone 1-5,https://www.8020endurance.com/wp-content/library/run/RHR10.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 8 x (1.5 minutes Zone 5 uphill/2.5 minutes Zone 1) 5 minutes Zone 1"
RHR11,Running Hill Repeats 11,run,high,51 min,51,5,Zone 1-5,https://www.8020endurance.com/wp-content/library/run/RHR11.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 12 x (1 minute Zone 5 uphill/2 minutes Zone 1) 5 minutes Zone 1"
RHR12,Running Hill Repeats 12,run,high,55 min,55,5,Zone 1-5,https://www.8020endurance.com/wp-content/library/run/RHR12.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 10 x (1.5 minutes Zone 5 uphill/2.5 minutes Zone 1) 5 minutes Zone 1"
RHR13,Running Hill Repeats 13,run,high,63 min,63,5,Zone 1-5,https://www.8020endurance.com/wp-content/library/run/RHR13.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 12 x (1.5 minutes Zone 5 uphill/2.5 minutes Zone 1) 5 minutes Zone 1"
RHR14,Running Hill Repeats 14,run,high,50 min,50,5,Zone 1-5,https://www.8020endurance.com/wp-content/library/run/RHR14.FIT,"5 minutes Zone 1, 20 minutes Zone 2, 10 x (30 seconds Zone 5 uphill/90 seconds Zone 1) 5 minutes Zone 1"
RHR2,Running Hill Repeats 2,run,high,27 min,27,5,Zone 1-5,https://www.8020endurance.com/wp-content/library/run/RHR2.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 6 x (30 seconds Zone 5 uphill/90 seconds Zone 1) 5 minutes Zone 1"
RHR3,Running Hill Repeats 3,run,high,31 min,31,5,Zone 1-5,https://www.8020endurance.com/wp-content/library/run/RHR3.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 8 x (30 seconds Zone 5 uphill/90 seconds Zone 1) 5 minutes Zone 1"
RHR4,Running Hill Repeats 4,run,high,33 min,33,5,Zone 1-5,https://www.8020endurance.com/wp-content/library/run/RHR4.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 6 x (1 minute Zone 5 uphill/2 minutes Zone 1) 5 minutes Zone 1"
RHR5,Running Hill Repeats 5,run,high,35 min,35,5,Zone 1-5,https://www.8020endurance.com/wp-content/library/run/RHR5.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 10 x (30 seconds Zone 5 uphill/90 seconds Zone 1) 5 minutes Zone 1"
RHR6,Running Hill Repeats 6,run,high,39 min,39,5,Zone 1-5,https://www.8020endurance.com/wp-content/library/run/RHR6.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 12 x (30 seconds Zone 5 uphill/90 seconds Zone 1) 5 minutes Zone 1"
RHR7,Running Hill Repeats 7,run,high,39 min,39,5,Zone 1-5,https://www.8020endurance.com/wp-content/library/run/RHR7.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 8 x (1 minute Zone 5 uphill/2 minutes Zone 1) 5 minutes Zone 1"
RHR8,Running Hill Repeats 8,run,high,39 min,39,5,Zone 1-5,https://www.8020endurance.com/wp-content/library/run/RHR8.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 6 x (1.5 minutes Zone 5 uphill/2.5 minutes Zone 1) 5 minutes Zone 1"
RHR9,Running Hill Repeats 9,run,high,45 min,45,5,Zone 1-5,https://www.8020endurance.com/wp-content/library/run/RHR9.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 10 x (1 minute Zone 5 uphill/2 minutes Zone 1) 5 minutes Zone 1"
RL1,Running Long 1,run,low,6 mi,,2,Zone 1-2,https://www.8020endurance.com/wp-content/library/run/RL1.FIT,"1 mile Zone 1, 4.5 miles Zone 2, 0.5 mile Zone 1"
RL10,Running Long 10,run,low,15 mi,,2,Zone 1-2,https://www.8020endurance.com/wp-content/library/run/RL10.FIT,"1 mile Zone 1, 13.5 miles Zone 2, 0.5 mile Zone 1"
RL11,Running Long 11,run,low,16 mi,,2,Zone 1-2,https://www.8020endurance.com/wp-content/library/run/RL11.FIT,"1 mile Zone 1, 14.5 miles Zone 2, 0.5 mile Zone 1"
RL12,Running Long 12,run,low,17 mi,,2,Zone 1-2,https://www.8020endurance.com/wp-content/library/run/RL12.FIT,"1 mile Zone 1, 15.5 miles Zone 2, 0.5 mile Zone 1"
RL13,Running Long 13,run,low,18 mi,,2,Zone 1-2,https://www.8020endurance.com/wp-content/library/run/RL13.FIT,"1 mile Zone 1, 16.5 miles Zone 2, 0.5 mile Zone 1"
RL14,Running Long 14,run,low,19 mi,,2,Zone 1-2,https://www.8020endurance.com/wp-content/library/run/RL14.FIT,"1 mile Zone 1, 17.5 miles Zone 2, 0.5 mile Zone 1"
RL15,Running Long 15,run,low,20 mi,,2,Zone 1-2,https://www.8020endurance.com/wp-content/library/run/RL15.FIT,"1 mile Zone 1, 18.5 miles Zone 2, 0.5 mile Zone 1"
RL2,Running Long 2,run,low,7 mi,,2,Zone 1-2,https://www.8020endurance.com/wp-content/library/run/RL2.FIT,"1 mile Zone 1, 5.5 miles Zone 2, 0.5 mile Zone 1"
RL3,Running Long 3,run,low,8 mi,,2,Zone 1-2,https://www.8020endurance.com/wp-content/library/run/RL3.FIT,"1 mile Zone 1, 6.5 miles Zone 2, 0.5 mile Zone 1"
RL4,Running Long 4,run,low,9 mi,,2,Zone 1-2,https://www.8020endurance.com/wp-content/library/run/RL4.FIT,"1 mile Zone 1, 7.5 miles Zone 2, 0.5 mile Zone 1"
RL5,Running Long 5,run,low,10 mi,,2,Zone 1-2,https://www.8020endurance.com/wp-content/library/run/RL5.FIT,"1 mile Zone 1, 8.5 miles Zone 2, 0.5 mile Zone 1"
RL6,Running Long 6,run,low,11 mi,,2,Zone 1-2,https://www.8020endurance.com/wp-content/library/run/RL6.FIT,"1 mile Zone 1, 9.5 miles Zone 2, 0.5 mile Zone 1"
RL7,Running Long 7,run,low,12 mi,,2,Zone 1-2,https://www.8020endurance.com/wp-content/library/run/RL7.FIT,"1 mile Zone 1, 10.5 miles Zone 2, 0.5 mile Zone 1"
RL8,Running Long 8,run,low,13 mi,,2,Zone 1-2,https://www.8020endurance.com/wp-content/library/run/RL8.FIT,"1 mile Zone 1, 11.5 miles Zone 2, 0.5 mile Zone 1"
RL9,Running Long 9,run,low,14 mi,,2,Zone 1-2,https://www.8020endurance.com/wp-content/library/run/RL9.FIT,"1 mile Zone 1, 12.5 miles Zone 2, 0.5 mile Zone 1"
RLFF1,Running Long Fast Finish 1,run,moderate,10 mi,,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/run/RLFF1.FIT,"0.5 mile Zone 1, 8.5 miles Zone 2, 1 mile Zone 3"
RLFF2,Running Long Fast Finish 2,run,moderate,12 mi,,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/run/RLFF2.FIT,"0.5 mile Zone 1, 10.5 miles Zone 2, 1 mile Zone 3"
RLFF3,Running Long Fast Finish 3,run,moderate,14 mi,,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/run/RLFF3.FIT,"0.5 mile Zone 1, 12 miles Zone 2, 1.5 miles Zone 3"
RLFF4,Running Long Fast Finish 4,run,moderate,16 mi,,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/run/RLFF4.FIT,"0.5 mile Zone 1, 14 miles Zone 2, 1.5 miles Zone 3"
RLFF5,Running Long Fast Finish 5,run,moderate,18 mi,,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/run/RLFF5.FIT,"0.5 mile Zone 1, 15.5 miles Zone 2, 2 miles Zone 3"
RLFF6,Running Long Fast Finish 6,run,moderate,20 mi,,3,Zone 1-3,https://www.8020endurance.com/wp-content/library/run/RLFF6.FIT,"0.5 mile Zone 1, 17.5 miles Zone 2, 2 miles Zone 3"
RLI1,Running Long Intervals 1,run,high,30 min,30,4,Zone 1-4,https://www.8020endurance.com/wp-content/library/run/RLI1.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 3 x (3 minutes Zone 4/2 minutes Zone 1) 5 minutes Zone 1"
RLI10,Running Long Intervals 10,run,high,79 min,79,4,Zone 1-4,https://www.8020endurance.com/wp-content/library/run/RLI10.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 8 x (5 minutes Zone 4/3 minutes Zone 1) 5 minutes Zone 1"
RLI11,Running Long Intervals 11,run,high,50 min,50,4,Zone 1-4,https://www.8020endurance.com/wp-content/library/run/RLI11.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 5 x (4 minutes Zone 4/2 minutes Zone 1) 5 minutes Zone 2, 5 minutes Zone 1"
RLI12,Running Long Intervals 12,run,high,44 min,44,4,Zone 1-4,https://www.8020endurance.com/wp-content/library/run/RLI12.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 4 x (4 minutes Zone 4/2 minutes Zone 1) 5 minutes Zone 2, 5 minutes Zone 1"
RLI2,Running Long Intervals 2,run,high,35 min,35,4,Zone 1-4,https://www.8020endurance.com/wp-content/library/run/RLI2.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 4 x (3 minutes Zone 4/2 minutes Zone 1) 5 minutes Zone 1"
RLI3,Running Long Intervals 3,run,high,39 min,39,4,Zone 1-4,https://www.8020endurance.com/wp-content/library/run/RLI3.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 3 x (5 minutes Zone 4/3 minutes Zone 1) 5 minutes Zone 1"
RLI4,Running Long Intervals 4,run,high,40 min,40,4,Zone 1-4,https://www.8020endurance.com/wp-content/library/run/RLI4.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 5 x (3 minutes Zone 4/2 minutes Zone 1) 5 minutes Zone 1"
RLI5,Running Long Intervals 5,run,high,45 min,45,4,Zone 1-4,https://www.8020endurance.com/wp-content/library/run/RLI5.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 6 x (3 minutes Zone 4/2 minutes Zone 1) 5 minutes Zone 1"
RLI6,Running Long Intervals 6,run,high,47 min,47,4,Zone 1-4,https://www.8020endurance.com/wp-content/library/run/RLI6.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 4 x (5 minutes Zone 4/3 minutes Zone 1) 5 minutes Zone 1"
RLI7,Running Long Intervals 7,run,high,55 min,55,4,Zone 1-4,https://www.8020endurance.com/wp-content/library/run/RLI7.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 5 x (5 minutes Zone 4/3 minutes Zone 1) 5 minutes Zone 1"
RLI8,Running Long Intervals 8,run,high,63 min,63,4,Zone 1-4,https://www.8020endurance.com/wp-content/library/run/RLI8.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 6 x (5 minutes Zone 4/3 minutes Zone 1) 5 minutes Zone 1"
RLI9,Running Long Intervals 9,run,high,71 min,71,4,Zone 1-4,https://www.8020endurance.com/wp-content/library/run/RLI9.FIT,"5 minutes Zone 1, 5 minutes Zone 2, 7 x (5 minutes Zone 4/3 minutes Zone 1) 5 minutes Zone 1"
RLMS,Running Long Marathon Specific ,run,moderate,20 mi,,2,Zone 1-2,https://www.8020endurance.com/wp-content/library/run/RLMS.FIT,"1.5 miles Zone 1, 16 miles at race pace, 1 mile Zone 2, 1.5 miles Zone 1"
